mac_cnt_1m,mac_cnt_2m,mac_cnt_3m,mac_cnt_d1m,mac_cnt_d2m,mac_cnt_d3m,mac_cnt_p1m,mac_cnt_p2m,mac_cnt_p3m,client_id
106417,2.0,7.0,9.0,-0.6,0.75,0.5,5.0,4.0,6.0,29037
92672,,,,0.0,0.0,0.0,,,,95375
86100,,,,0.0,0.0,0.0,,,,91091
107302,2.0,3.0,5.0,1.0,0.0,0.6666666666666667,1.0,3.0,3.0,80212
60939,,,,0.0,0.0,0.0,,,,95234
63642,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,112117
33855,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,163998
121422,,,,0.0,0.0,0.0,,,,169615
145463,2.0,4.0,6.0,0.0,0.0,0.2,2.0,4.0,5.0,8986
74357,2.0,3.0,4.0,1.0,0.5,0.0,1.0,2.0,4.0,16992
121469,,,,0.0,0.0,0.0,,,,52327
44017,,,,0.0,0.0,0.0,,,,152296
128313,,,,0.0,0.0,0.0,,,,66803
72670,,,,0.0,0.0,0.0,,,,26001
138480,,,,0.0,0.0,0.0,,,,18573
132387,,,,0.0,0.0,0.0,,,,107290
43732,,,,0.0,0.0,0.0,,,,115346
108143,,,,0.0,0.0,0.0,,,,29366
141543,,,,0.0,0.0,0.0,,,,165619
69213,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,17719
82144,,,,0.0,0.0,0.0,,,,159861
128556,,,,0.0,0.0,0.0,,,,78286
92660,,,,0.0,0.0,0.0,,,,163054
95910,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,31101
46206,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,35404
107382,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,1213
114437,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,105240
26597,,,,0.0,0.0,0.0,,,,79324
95439,,,,0.0,0.0,0.0,,,,132314
147658,,,,0.0,0.0,0.0,,,,48451
114913,2.0,3.0,4.0,1.0,0.5,0.0,1.0,2.0,4.0,192128
14284,,,,0.0,0.0,0.0,,,,60243
8507,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,134488
67971,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,178712
128348,,,,0.0,0.0,0.0,,,,97099
153288,,,,0.0,0.0,0.0,,,,4735
87513,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,79072
155267,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,79229
130233,,,,0.0,0.0,0.0,,,,77031
44373,,,,0.0,0.0,0.0,,,,188005
12826,1.0,2.0,3.0,0.0,0.0,-0.4,1.0,2.0,5.0,163470
108673,,,,0.0,0.0,0.0,,,,117752
119411,,,,0.0,0.0,0.0,,,,116558
38612,,,,0.0,0.0,0.0,,,,99158
138089,,,,0.0,0.0,0.0,,,,151041
108321,,,,0.0,0.0,0.0,,,,23174
143567,,,,0.0,0.0,0.0,,,,119038
43016,,,,0.0,0.0,0.0,,,,155901
153669,,,,0.0,0.0,0.0,,,,22268
123277,,,,0.0,0.0,0.0,,,,25750
27332,1.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,154547
135163,,,,0.0,0.0,0.0,,,,86193
57153,,,,0.0,0.0,0.0,,,,80844
50196,,,,0.0,0.0,0.0,,,,98445
6466,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,42812
81245,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,72771
33658,1.0,2.0,5.0,0.0,-0.5,0.6666666666666667,1.0,4.0,3.0,143055
133860,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,137404
101370,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,41819
82117,,,,0.0,0.0,0.0,,,,18372
60041,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,4770
78316,,,,0.0,0.0,0.0,,,,134127
126078,,,,0.0,0.0,0.0,,,,57662
82864,,,,0.0,0.0,0.0,,,,20944
107580,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,152946
32965,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,134869
11339,,,,0.0,0.0,0.0,,,,175471
137517,,,,0.0,0.0,0.0,,,,11745
6746,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,69700
14447,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,49981
113,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,101803
34963,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,75028
144510,,,,0.0,0.0,0.0,,,,82976
44772,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,101106
153362,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,146650
148422,,,,0.0,0.0,0.0,,,,155244
125668,2.0,5.0,7.0,-0.3333333333333333,0.0,0.0,3.0,5.0,7.0,165222
95524,,,,0.0,0.0,0.0,,,,79554
51447,,,,0.0,0.0,0.0,,,,170342
77386,,,,0.0,0.0,0.0,,,,85430
138116,,,,0.0,0.0,0.0,,,,138776
115393,,,,0.0,0.0,0.0,,,,74350
37425,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,166360
145119,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,200903
137056,,,,0.0,0.0,0.0,,,,12804
46202,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,78418
90495,,,,0.0,0.0,0.0,,,,38201
37128,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,175262
136751,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,199362
155100,1.0,2.0,4.0,0.0,-0.3333333333333333,0.3333333333333333,1.0,3.0,3.0,57621
138197,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,125619
66078,,,,0.0,0.0,0.0,,,,179421
136855,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,82217
76738,,,,0.0,0.0,0.0,,,,95386
150072,,,,0.0,0.0,0.0,,,,110899
77974,,,,0.0,0.0,0.0,,,,56371
47548,,,,0.0,0.0,0.0,,,,172233
11517,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,84485
104964,,,,0.0,0.0,0.0,,,,22954
78854,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,17163
21684,,,,0.0,0.0,0.0,,,,184200
36882,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,180065
34771,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,149937
126706,,,,0.0,0.0,0.0,,,,194620
32688,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,57421
36443,,,,0.0,0.0,0.0,,,,125658
64612,,,,0.0,0.0,0.0,,,,114775
37417,,,,0.0,0.0,0.0,,,,121389
158920,,,,0.0,0.0,0.0,,,,11821
42152,,,,0.0,0.0,0.0,,,,81270
5472,,,,0.0,0.0,0.0,,,,148532
133329,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,16623
48703,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,152111
47260,,,,0.0,0.0,0.0,,,,124190
52847,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,140125
104292,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,195199
26902,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,7971
28946,,,,0.0,0.0,0.0,,,,68103
114042,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,158840
78504,,,,0.0,0.0,0.0,,,,13383
119053,,,,0.0,0.0,0.0,,,,108314
104180,,,,0.0,0.0,0.0,,,,148139
105826,,,,0.0,0.0,0.0,,,,9833
9653,,,,0.0,0.0,0.0,,,,62098
123732,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,101360
13463,,,,0.0,0.0,0.0,,,,120658
40974,,,,0.0,0.0,0.0,,,,21759
78710,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,9848
141253,,,,0.0,0.0,0.0,,,,29861
60491,,,,0.0,0.0,0.0,,,,143217
41198,1.0,2.0,2.0,0.0,1.0,1.0,1.0,,1.0,193538
123287,,,,0.0,0.0,0.0,,,,20910
1995,,,,0.0,0.0,0.0,,,,156872
9850,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,38288
66593,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,178442
35589,2.0,3.0,4.0,1.0,0.5,-0.3333333333333333,1.0,2.0,6.0,36814
62365,,,,0.0,0.0,0.0,,,,5638
29524,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,4371
130945,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,91706
112647,,,,0.0,0.0,0.0,,,,77782
2057,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,127397
33059,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,71069
141090,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,63336
30443,,,,0.0,0.0,0.0,,,,6951
97291,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,199130
138580,,,,0.0,0.0,0.0,,,,181185
82331,,,,0.0,0.0,0.0,,,,84706
132027,,,,0.0,0.0,0.0,,,,188281
119293,,,,0.0,0.0,0.0,,,,199415
16019,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,38466
88813,,,,0.0,0.0,0.0,,,,190587
820,,,,0.0,0.0,0.0,,,,101864
68649,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,137112
69195,,,,0.0,0.0,0.0,,,,46214
140702,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,183877
106438,,,,0.0,0.0,0.0,,,,174631
110102,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,51687
1039,,,,0.0,0.0,0.0,,,,80986
97842,,,,0.0,0.0,0.0,,,,49996
98306,,,,0.0,0.0,0.0,,,,22871
47991,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,92404
105453,,,,0.0,0.0,0.0,,,,132337
138441,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,169242
158097,,,,0.0,0.0,0.0,,,,97780
132141,,,,0.0,0.0,0.0,,,,176438
97748,,,,0.0,0.0,0.0,,,,188182
91350,,,,0.0,0.0,0.0,,,,127414
158101,,,,0.0,0.0,0.0,,,,92309
100920,,,,0.0,0.0,0.0,,,,87198
6074,,,,0.0,0.0,0.0,,,,149296
71614,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,62628
56449,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,101782
71774,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,79759
9883,,,,0.0,0.0,0.0,,,,165758
103278,,,,0.0,0.0,0.0,,,,50152
33546,,,,0.0,0.0,0.0,,,,149767
81743,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,69237
113638,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,19796
136200,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,96087
154768,,,,0.0,0.0,0.0,,,,15390
102315,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,97167
10326,4.0,5.0,6.0,3.0,1.5,1.0,1.0,2.0,3.0,98935
28295,,,,0.0,0.0,0.0,,,,67846
47481,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,59793
102866,,,,0.0,0.0,0.0,,,,134148
65171,,,,0.0,0.0,0.0,,,,155890
35438,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,69245
27126,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,37621
48534,,,,0.0,0.0,0.0,,,,169176
140163,,,,0.0,0.0,0.0,,,,89051
82218,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,60840
141772,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,26706
129872,1.0,3.0,4.0,-0.5,0.5,1.0,2.0,2.0,2.0,66497
36679,,,,0.0,0.0,0.0,,,,34307
95030,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,14988
11605,,,,0.0,0.0,0.0,,,,52457
49238,,,,0.0,0.0,0.0,,,,77169
146273,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,186509
82503,,,,0.0,0.0,0.0,,,,162808
99398,,,,0.0,0.0,0.0,,,,189937
22412,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,6954
142830,,,,0.0,0.0,0.0,,,,115554
50691,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,94374
62585,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,48311
132284,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,13244
74214,,,,0.0,0.0,0.0,,,,28779
37868,,,,0.0,0.0,0.0,,,,69715
4688,,,,0.0,0.0,0.0,,,,167922
39115,,,,0.0,0.0,0.0,,,,136320
2050,,,,0.0,0.0,0.0,,,,14994
42042,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,121025
22526,,,,0.0,0.0,0.0,,,,44035
26413,,,,0.0,0.0,0.0,,,,178934
35922,,,,0.0,0.0,0.0,,,,122513
78232,,,,0.0,0.0,0.0,,,,70271
84657,,,,0.0,0.0,0.0,,,,65278
63694,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,34135
16593,,,,0.0,0.0,0.0,,,,183030
40721,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,174891
61190,,,,0.0,0.0,0.0,,,,165658
72457,,,,0.0,0.0,0.0,,,,19119
141966,,,,0.0,0.0,0.0,,,,57014
139437,,,,0.0,0.0,0.0,,,,53216
115091,,,,0.0,0.0,0.0,,,,117914
103328,,,,0.0,0.0,0.0,,,,140414
48662,,,1.0,0.0,-1.0,-0.6666666666666667,,2.0,3.0,108088
78350,,,,0.0,0.0,0.0,,,,89823
85332,,,,0.0,0.0,0.0,,,,73324
153867,,,,0.0,0.0,0.0,,,,192571
78338,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,192175
87579,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,133168
129618,,,,0.0,0.0,0.0,,,,117017
41813,,,,0.0,0.0,0.0,,,,190092
27112,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,26648
121914,2.0,4.0,5.0,0.0,0.3333333333333333,0.25,2.0,3.0,4.0,68496
47685,,,,0.0,0.0,0.0,,,,157198
156556,,,,0.0,0.0,0.0,,,,200114
136763,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,151451
82009,,,,0.0,0.0,0.0,,,,15143
28839,,,,0.0,0.0,0.0,,,,75409
146,,,,0.0,0.0,0.0,,,,48269
1854,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,181298
61630,1.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,122981
25180,,,,0.0,0.0,0.0,,,,187391
86887,,,,0.0,0.0,0.0,,,,154815
47193,,,,0.0,0.0,0.0,,,,14473
103567,,,,0.0,0.0,0.0,,,,20475
86619,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,118718
95493,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,87058
135508,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,77742
158763,,,,0.0,0.0,0.0,,,,124753
13497,,,,0.0,0.0,0.0,,,,168610
19378,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,137520
21288,,,,0.0,0.0,0.0,,,,131558
121362,,,,0.0,0.0,0.0,,,,147481
155610,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,26353
78382,,,,0.0,0.0,0.0,,,,163874
127920,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,187221
39526,,,,0.0,0.0,0.0,,,,162069
90772,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,91836
151317,,,,0.0,0.0,0.0,,,,75813
146550,,,,0.0,0.0,0.0,,,,174526
149635,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,134839
154261,,,,0.0,0.0,0.0,,,,56569
55841,,,,0.0,0.0,0.0,,,,96825
53820,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,69660
22920,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,49647
21879,,,,0.0,0.0,0.0,,,,178547
155641,,,,0.0,0.0,0.0,,,,175284
110663,,,,0.0,0.0,0.0,,,,51962
18609,,,,0.0,0.0,0.0,,,,167701
147031,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,8155
15885,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,198213
27788,,,,0.0,0.0,0.0,,,,99039
66864,,,,0.0,0.0,0.0,,,,159224
31684,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,92117
4387,,,,0.0,0.0,0.0,,,,92396
32399,,,,0.0,0.0,0.0,,,,110753
24603,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,80904
157389,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,63028
69951,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,155575
59550,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,151508
155107,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,89748
26913,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,158252
150649,,,,0.0,0.0,0.0,,,,48006
139620,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,151678
40271,,,,0.0,0.0,0.0,,,,91340
31005,,,,0.0,0.0,0.0,,,,117982
95486,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,22989
83081,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,129460
83004,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,112139
116778,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,135639
73586,,,,0.0,0.0,0.0,,,,51279
86073,,,,0.0,0.0,0.0,,,,7758
86784,,,,0.0,0.0,0.0,,,,50508
7571,1.0,1.0,1.0,1.0,1.0,1.0,,,,120046
68257,,,,0.0,0.0,0.0,,,,6854
157016,,,,0.0,0.0,0.0,,,,147453
25234,,,,0.0,0.0,0.0,,,,21598
150179,,,,0.0,0.0,0.0,,,,173966
99435,,,,0.0,0.0,0.0,,,,26874
47986,2.0,3.0,4.0,1.0,0.5,1.0,1.0,2.0,2.0,129617
70420,,,,0.0,0.0,0.0,,,,142661
7301,,,,0.0,0.0,0.0,,,,32836
37550,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,76865
113754,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,132473
13271,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,99361
46667,,,,0.0,0.0,0.0,,,,10318
627,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,6136
81868,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,30958
1136,,,,0.0,0.0,0.0,,,,90198
156391,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,60051
81800,1.0,3.0,3.0,-0.5,1.0,1.0,2.0,,,73923
3151,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,97620
83323,,,,0.0,0.0,0.0,,,,196843
46991,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,169358
76883,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,20443
90182,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,166835
128502,,,,0.0,0.0,0.0,,,,102987
98708,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,196186
82039,,,,0.0,0.0,0.0,,,,13757
32966,,,,0.0,0.0,0.0,,,,172692
77490,,,,0.0,0.0,0.0,,,,43242
62239,,,,0.0,0.0,0.0,,,,6107
131526,,,,0.0,0.0,0.0,,,,27919
81770,,,,0.0,0.0,0.0,,,,102334
40093,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,126984
26185,,,,0.0,0.0,0.0,,,,5366
95984,,,,0.0,0.0,0.0,,,,77513
6965,,,,0.0,0.0,0.0,,,,160140
112049,,,,0.0,0.0,0.0,,,,197605
76450,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,206
151352,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,143121
160088,,,,0.0,0.0,0.0,,,,150773
127497,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,98465
61943,,,,0.0,0.0,0.0,,,,22910
13180,,,,0.0,0.0,0.0,,,,26348
64894,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,176408
154594,,,,0.0,0.0,0.0,,,,24637
57325,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,159091
102868,,,,0.0,0.0,0.0,,,,26810
41948,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,125259
122404,,,,0.0,0.0,0.0,,,,75008
59777,,,,0.0,0.0,0.0,,,,127305
138538,3.0,4.0,5.0,2.0,1.0,1.5,1.0,2.0,2.0,82604
52559,1.0,2.0,5.0,0.0,-0.5,0.6666666666666667,1.0,4.0,3.0,187074
121807,,,,0.0,0.0,0.0,,,,168630
109728,,,,0.0,0.0,0.0,,,,171493
23791,,,,0.0,0.0,0.0,,,,66633
95851,,,,0.0,0.0,0.0,,,,167414
4610,,,,0.0,0.0,0.0,,,,14640
98817,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,28382
75312,2.0,3.0,5.0,1.0,0.0,0.6666666666666667,1.0,3.0,3.0,95373
62262,,,,0.0,0.0,0.0,,,,162403
52276,,,,0.0,0.0,0.0,,,,169836
148482,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,161502
126054,,,,0.0,0.0,0.0,,,,5244
152382,,,,0.0,0.0,0.0,,,,106560
26551,,,,0.0,0.0,0.0,,,,148604
117349,,,,0.0,0.0,0.0,,,,160118
124068,,,,0.0,0.0,0.0,,,,65166
102883,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,33387
40531,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,106748
31999,,,,0.0,0.0,0.0,,,,140552
126506,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,119556
122764,,,,0.0,0.0,0.0,,,,31973
101027,,,,0.0,0.0,0.0,,,,71028
106267,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,109116
144363,,,,0.0,0.0,0.0,,,,113838
98192,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,27040
16022,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1157
39589,,,,0.0,0.0,0.0,,,,188327
77944,,,,0.0,0.0,0.0,,,,165888
102146,,,,0.0,0.0,0.0,,,,34682
91203,,,,0.0,0.0,0.0,,,,151647
105724,,,,0.0,0.0,0.0,,,,112016
111648,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,109343
113895,,,,0.0,0.0,0.0,,,,63533
42663,,,,0.0,0.0,0.0,,,,38650
133245,,,,0.0,0.0,0.0,,,,9784
129545,1.0,2.0,3.0,0.0,-0.6666666666666667,-0.5714285714285714,1.0,6.0,7.0,53164
20139,,,,0.0,0.0,0.0,,,,141935
45789,,,,0.0,0.0,0.0,,,,69796
74549,3.0,6.0,6.0,0.0,1.0,1.0,3.0,,,68752
67450,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,127234
56219,,,,0.0,0.0,0.0,,,,192589
42915,,,,0.0,0.0,0.0,,,,150519
31313,,,,0.0,0.0,0.0,,,,133293
20516,,,,0.0,0.0,0.0,,,,3021
155431,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,72157
31419,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,84597
62627,,,,0.0,0.0,0.0,,,,20293
99917,1.0,2.0,4.0,0.0,-0.5,0.0,1.0,4.0,4.0,18617
109828,,,,0.0,0.0,0.0,,,,101659
41280,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,23946
5003,,,,0.0,0.0,0.0,,,,189423
36858,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,150387
14978,,,,0.0,0.0,0.0,,,,173501
102078,,,,0.0,0.0,0.0,,,,13741
114475,,,,0.0,0.0,0.0,,,,171591
153707,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,191370
49279,2.0,3.0,4.0,1.0,0.0,-0.2,1.0,3.0,5.0,159363
78927,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,193068
123974,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,159308
8177,,,,0.0,0.0,0.0,,,,30091
118761,1.0,3.0,4.0,-0.5,0.5,1.0,2.0,2.0,2.0,197702
130912,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,58152
158703,,,,0.0,0.0,0.0,,,,143097
56701,,,,0.0,0.0,0.0,,,,61173
127326,,,,0.0,0.0,0.0,,,,104371
137554,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,185901
136275,,,,0.0,0.0,0.0,,,,26520
90983,,,,0.0,0.0,0.0,,,,98519
147103,,,,0.0,0.0,0.0,,,,66372
74998,,,,0.0,0.0,0.0,,,,120613
7992,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,14309
107889,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,151968
34466,,,,0.0,0.0,0.0,,,,188878
127910,,,,0.0,0.0,0.0,,,,128840
85299,,,,0.0,0.0,0.0,,,,165490
90619,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,148725
41863,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,103219
64074,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,12538
103625,,,,0.0,0.0,0.0,,,,51572
100896,,,,0.0,0.0,0.0,,,,110144
42530,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,131923
44384,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,81198
55539,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,112778
11356,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,64604
75745,,,,0.0,0.0,0.0,,,,73778
134443,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,50982
