mac_cnt_1m,mac_cnt_2m,mac_cnt_3m,mac_cnt_d1m,mac_cnt_d2m,mac_cnt_d3m,mac_cnt_p1m,mac_cnt_p2m,mac_cnt_p3m,client_id
153203,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,30338
85820,,,,0.0,0.0,0.0,,,,87731
108571,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,161696
26612,,,,0.0,0.0,0.0,,,,118837
50294,,,,0.0,0.0,0.0,,,,102339
10788,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,171888
54878,,,,0.0,0.0,0.0,,,,1443
155217,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,143665
56942,,,,0.0,0.0,0.0,,,,105709
150768,,,,0.0,0.0,0.0,,,,83391
48607,,,,0.0,0.0,0.0,,,,52155
97107,,,,0.0,0.0,0.0,,,,75666
149070,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,32796
57987,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,36444
15409,,,,0.0,0.0,0.0,,,,165195
5084,,,,0.0,0.0,0.0,,,,35598
27304,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,69632
67969,,,,0.0,0.0,0.0,,,,136764
128510,,,,0.0,0.0,0.0,,,,31248
154695,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,65590
148231,,,,0.0,0.0,0.0,,,,24705
22801,,,,0.0,0.0,0.0,,,,132422
117426,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,91268
151391,,,,0.0,0.0,0.0,,,,134833
109368,,,,0.0,0.0,0.0,,,,60260
117755,,,,0.0,0.0,0.0,,,,81981
46015,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,144988
33604,,,,0.0,0.0,0.0,,,,177223
85980,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,103023
19456,,,,0.0,0.0,0.0,,,,43226
19969,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,192126
144222,,,,0.0,0.0,0.0,,,,102383
81422,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,128397
110707,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,58748
125721,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,20798
40199,,,,0.0,0.0,0.0,,,,154504
49339,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,60806
96676,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,196596
58582,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,9.0,15426
6266,,,,0.0,0.0,0.0,,,,10139
2216,,,,0.0,0.0,0.0,,,,61403
114384,1.0,2.0,4.0,0.0,-0.3333333333333333,0.3333333333333333,1.0,3.0,3.0,168606
157661,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,37449
126823,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,16362
84011,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,182160
21266,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,132376
91636,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,151277
7204,,,,0.0,0.0,0.0,,,,115816
103200,,,,0.0,0.0,0.0,,,,86108
95836,,,,0.0,0.0,0.0,,,,20438
29250,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,188940
2961,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,187412
52319,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,134279
53430,,,,0.0,0.0,0.0,,,,71052
136396,,,,0.0,0.0,0.0,,,,187747
47344,,,,0.0,0.0,0.0,,,,117674
35381,,,,0.0,0.0,0.0,,,,107750
64377,,,,0.0,0.0,0.0,,,,193938
122348,,,,0.0,0.0,0.0,,,,31710
65339,,,,0.0,0.0,0.0,,,,91390
119737,,,,0.0,0.0,0.0,,,,115310
55528,,,,0.0,0.0,0.0,,,,94155
104569,,,,0.0,0.0,0.0,,,,196594
68012,,,,0.0,0.0,0.0,,,,162247
143080,,,,0.0,0.0,0.0,,,,22616
11990,,,,0.0,0.0,0.0,,,,153555
76294,,,,0.0,0.0,0.0,,,,140678
82620,,,,0.0,0.0,0.0,,,,49449
130567,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,160941
74220,,,,0.0,0.0,0.0,,,,76488
55155,,,,0.0,0.0,0.0,,,,151235
50818,,,,0.0,0.0,0.0,,,,145622
154945,,,,0.0,0.0,0.0,,,,142791
71834,,,,0.0,0.0,0.0,,,,162498
68450,,,,0.0,0.0,0.0,,,,140017
12309,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,150264
87721,,,,0.0,0.0,0.0,,,,51239
112281,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,39698
99996,,,,0.0,0.0,0.0,,,,125586
67704,,,,0.0,0.0,0.0,,,,176513
143459,,,,0.0,0.0,0.0,,,,128339
105311,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,148637
151227,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,155569
158555,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,133654
62418,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,54580
86741,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,56852
125798,,,,0.0,0.0,0.0,,,,169629
13790,,,,0.0,0.0,0.0,,,,167121
62783,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,10820
102605,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,85708
139541,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,89924
17998,4.0,8.0,12.0,0.0,0.6000000000000001,1.4,4.0,5.0,5.0,8082
7524,,,,0.0,0.0,0.0,,,,144948
69486,,,,0.0,0.0,0.0,,,,185916
19100,,,,0.0,0.0,0.0,,,,22551
21752,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,147072
129153,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,177684
44587,,,,0.0,0.0,0.0,,,,102203
6051,,,,0.0,0.0,0.0,,,,8498
41106,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,80237
44547,,,,0.0,0.0,0.0,,,,191844
69051,,,,0.0,0.0,0.0,,,,130925
66851,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,156361
24225,,,,0.0,0.0,0.0,,,,122472
133131,,,,0.0,0.0,0.0,,,,135768
38741,,,,0.0,0.0,0.0,,,,52513
69378,,,,0.0,0.0,0.0,,,,163281
94749,1.0,3.0,4.0,-0.5,0.5,1.0,2.0,2.0,2.0,190315
101696,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,48093
121142,2.0,4.0,6.0,0.0,0.0,0.2,2.0,4.0,5.0,4399
96556,,,,0.0,0.0,0.0,,,,116683
146935,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,37860
42289,,,,0.0,0.0,0.0,,,,137543
125521,,,,0.0,0.0,0.0,,,,156966
59149,,,,0.0,0.0,0.0,,,,6885
74293,,,,0.0,0.0,0.0,,,,133494
137769,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,129517
141646,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,149080
55362,,,,0.0,0.0,0.0,,,,68314
117360,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,187317
145175,1.0,2.0,2.0,0.0,1.0,1.0,1.0,,,148638
123253,,,,0.0,0.0,0.0,,,,18153
40084,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,80262
45994,,,,0.0,0.0,0.0,,,,190312
106255,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,189333
150340,,,,0.0,0.0,0.0,,,,172835
31672,,,,0.0,0.0,0.0,,,,46504
99748,,,,0.0,0.0,0.0,,,,41323
67102,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,155440
18337,,,,0.0,0.0,0.0,,,,192410
132112,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,56449
112419,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,26082
44124,,,,0.0,0.0,0.0,,,,106471
91115,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,151357
159580,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,168880
13269,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,110082
101203,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,170457
48490,,,,0.0,0.0,0.0,,,,138745
28178,,,,0.0,0.0,0.0,,,,138070
146851,,,,0.0,0.0,0.0,,,,177417
145777,,,,0.0,0.0,0.0,,,,33621
79820,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,144517
74248,,,,0.0,0.0,0.0,,,,158118
43523,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,163277
45624,,,,0.0,0.0,0.0,,,,69884
55985,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,195575
136980,,,,0.0,0.0,0.0,,,,45481
54905,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,110326
13856,,,,0.0,0.0,0.0,,,,188799
102452,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,9868
120609,,,,0.0,0.0,0.0,,,,14766
138068,1.0,4.0,5.0,-0.6666666666666667,1.0,0.6666666666666667,3.0,2.0,3.0,169311
44961,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,190329
99244,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,134460
1128,,,,0.0,0.0,0.0,,,,201130
124635,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,181559
39244,,,,0.0,0.0,0.0,,,,128303
59693,,,,0.0,0.0,0.0,,,,129132
133977,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,112097
107198,,,,0.0,0.0,0.0,,,,32674
9793,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,103127
132233,,,,0.0,0.0,0.0,,,,82930
113007,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,141265
5621,,,,0.0,0.0,0.0,,,,50196
146237,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,125777
2409,,,,0.0,0.0,0.0,,,,101532
408,,,,0.0,0.0,0.0,,,,182595
148320,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,148792
129759,,,,0.0,0.0,0.0,,,,128815
41454,,,,0.0,0.0,0.0,,,,116807
48695,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,99238
98731,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,27179
98672,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,71428
154161,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,9091
24561,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,198846
92147,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,13041
157232,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,102620
20012,,,,0.0,0.0,0.0,,,,156140
90815,2.0,3.0,4.0,1.0,0.5,0.0,1.0,2.0,4.0,167949
30192,,,,0.0,0.0,0.0,,,,18221
80552,,,,0.0,0.0,0.0,,,,144222
148285,,,,0.0,0.0,0.0,,,,5595
26846,,,,0.0,0.0,0.0,,,,34321
64214,,,,0.0,0.0,0.0,,,,116626
82952,,,,0.0,0.0,0.0,,,,109843
7731,,,,0.0,0.0,0.0,,,,85347
32491,,,,0.0,0.0,0.0,,,,79159
657,,,,0.0,0.0,0.0,,,,34255
3323,,,,0.0,0.0,0.0,,,,145699
2616,,,,0.0,0.0,0.0,,,,123101
77695,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,33439
102135,,,,0.0,0.0,0.0,,,,64705
131009,,,,0.0,0.0,0.0,,,,16162
60029,,,,0.0,0.0,0.0,,,,21266
87328,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,95418
101661,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,92875
17898,,,,0.0,0.0,0.0,,,,45981
143977,,,,0.0,0.0,0.0,,,,112144
123331,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,61644
122518,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,9115
113365,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,199479
85414,,,,0.0,0.0,0.0,,,,3781
75480,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,13600
17774,,,,0.0,0.0,0.0,,,,6698
35886,,,,0.0,0.0,0.0,,,,52752
69178,,,,0.0,0.0,0.0,,,,116450
159947,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,27549
42622,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,173162
144425,,,,0.0,0.0,0.0,,,,178247
131014,,,,0.0,0.0,0.0,,,,144378
134953,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,66315
136820,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,36767
12358,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,41479
76083,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,91208
101476,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,116061
12133,,,,0.0,0.0,0.0,,,,158613
64278,,,,0.0,0.0,0.0,,,,173974
83599,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,198800
4191,,,,0.0,0.0,0.0,,,,19386
130319,,,,0.0,0.0,0.0,,,,167478
108098,,,,0.0,0.0,0.0,,,,132206
99936,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,77758
81220,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,11191
5443,1.0,2.0,3.0,0.0,-0.6666666666666667,-0.5714285714285714,1.0,6.0,7.0,104028
8344,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,115686
6026,1.0,3.0,4.0,-0.5,0.5,1.0,2.0,2.0,2.0,36542
40883,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,21153
36292,,,,0.0,0.0,0.0,,,,39084
115768,,,,0.0,0.0,0.0,,,,138252
64149,1.0,2.0,3.0,0.0,-0.6666666666666667,-0.7272727272727273,1.0,6.0,11.0,147746
24800,,,,0.0,0.0,0.0,,,,31476
63665,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,186494
119616,,,,0.0,0.0,0.0,,,,85889
94593,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,120549
155087,,,,0.0,0.0,0.0,,,,122721
84141,,,,0.0,0.0,0.0,,,,146251
94083,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,95209
71382,,,,0.0,0.0,0.0,,,,171290
22892,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,173684
65177,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,84985
133323,,,,0.0,0.0,0.0,,,,171140
128333,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,4211
98315,,,,0.0,0.0,0.0,,,,180032
5400,,,,0.0,0.0,0.0,,,,66529
145662,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,115600
117323,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,157182
94046,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,59754
149729,,,,0.0,0.0,0.0,,,,136163
17796,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,62494
71922,,,,0.0,0.0,0.0,,,,35242
150672,,,,0.0,0.0,0.0,,,,2765
35719,,,,0.0,0.0,0.0,,,,17097
16400,,,,0.0,0.0,0.0,,,,128209
152213,,,,0.0,0.0,0.0,,,,82495
129379,,,,0.0,0.0,0.0,,,,122042
102558,,,,0.0,0.0,0.0,,,,104321
62156,,,,0.0,0.0,0.0,,,,10899
99773,,,,0.0,0.0,0.0,,,,183194
15659,,,,0.0,0.0,0.0,,,,130882
71123,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.4,1.0,3.0,5.0,83457
135874,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,55321
158613,,,,0.0,0.0,0.0,,,,89721
117371,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,139074
106911,,,,0.0,0.0,0.0,,,,114403
23866,,,,0.0,0.0,0.0,,,,138854
133473,,,,0.0,0.0,0.0,,,,2557
103545,,,,0.0,0.0,0.0,,,,72840
33140,2.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,2.0,3.0,160481
141098,,,,0.0,0.0,0.0,,,,88485
63409,2.0,3.0,4.0,1.0,0.5,1.0,1.0,2.0,2.0,58640
101287,,,,0.0,0.0,0.0,,,,189178
58517,,,,0.0,0.0,0.0,,,,191603
137632,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,4549
133187,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,143809
56554,,,,0.0,0.0,0.0,,,,48983
27926,,,,0.0,0.0,0.0,,,,65346
19376,,,,0.0,0.0,0.0,,,,57323
134861,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,88358
79824,,,,0.0,0.0,0.0,,,,40628
92086,,,,0.0,0.0,0.0,,,,98894
121856,,,,0.0,0.0,0.0,,,,137713
51429,1.0,2.0,3.0,0.0,0.0,-0.4,1.0,2.0,5.0,112088
106784,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,158073
14788,,,,0.0,0.0,0.0,,,,140046
76320,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,72382
60928,,,,0.0,0.0,0.0,,,,155959
123030,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,190651
121532,,,,0.0,0.0,0.0,,,,173963
90073,3.0,4.0,6.0,2.0,0.3333333333333333,0.5,1.0,3.0,4.0,119888
39176,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,14660
95750,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,44943
144275,,,,0.0,0.0,0.0,,,,75663
27010,2.0,4.0,6.0,0.0,0.3333333333333333,2.0,2.0,3.0,2.0,169602
139813,,,,0.0,0.0,0.0,,,,171464
84539,1.0,3.0,4.0,-0.5,0.0,0.0,2.0,3.0,4.0,185936
39875,1.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,191941
99403,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,58629
157087,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,93143
60012,,,,0.0,0.0,0.0,,,,116661
105466,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,111683
51062,,,,0.0,0.0,0.0,,,,137626
13092,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,169459
26150,,,,0.0,0.0,0.0,,,,1785
126388,,,,0.0,0.0,0.0,,,,9050
31637,,,,0.0,0.0,0.0,,,,165862
148804,2.0,3.0,5.0,1.0,0.0,0.6666666666666667,1.0,3.0,3.0,148551
80654,,,,0.0,0.0,0.0,,,,62524
77182,,,,0.0,0.0,0.0,,,,2469
103686,,,,0.0,0.0,0.0,,,,68221
35919,,,,0.0,0.0,0.0,,,,16431
83412,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,125182
37892,,,,0.0,0.0,0.0,,,,100849
101796,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,37440
106931,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,190433
3784,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,16916
11649,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,93578
58002,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,93054
116157,,,,0.0,0.0,0.0,,,,21003
84109,,,,0.0,0.0,0.0,,,,26437
115380,,,,0.0,0.0,0.0,,,,19575
147421,,,,0.0,0.0,0.0,,,,4345
82745,,,,0.0,0.0,0.0,,,,107504
42710,2.0,4.0,6.0,0.0,0.0,0.2,2.0,4.0,5.0,41589
144651,,,,0.0,0.0,0.0,,,,134384
134977,1.0,2.0,4.0,0.0,-0.3333333333333333,0.3333333333333333,1.0,3.0,3.0,58492
116334,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,70230
77411,,,,0.0,0.0,0.0,,,,50050
155473,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,2158
5730,,,,0.0,0.0,0.0,,,,26686
20505,,,,0.0,0.0,0.0,,,,12568
99651,,,,0.0,0.0,0.0,,,,6444
92132,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,564
132534,,,,0.0,0.0,0.0,,,,15451
102661,,,,0.0,0.0,0.0,,,,52694
104432,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,21388
8192,,,,0.0,0.0,0.0,,,,104803
68886,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,111825
112298,,,,0.0,0.0,0.0,,,,179070
68985,1.0,2.0,3.0,0.0,0.0,0.5,1.0,2.0,2.0,89308
145619,,,,0.0,0.0,0.0,,,,70329
66481,,,,0.0,0.0,0.0,,,,121612
110194,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,12983
55459,1.0,3.0,4.0,-0.5,0.0,0.0,2.0,3.0,4.0,4633
52242,1.0,4.0,5.0,-0.6666666666666667,1.0,0.6666666666666667,3.0,2.0,3.0,152844
110264,,,,0.0,0.0,0.0,,,,109739
28605,1.0,2.0,3.0,0.0,-0.3333333333333333,-0.25,1.0,3.0,4.0,29530
128731,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,109997
3207,,,,0.0,0.0,0.0,,,,176790
31687,,,,0.0,0.0,0.0,,,,191753
10477,,,,0.0,0.0,0.0,,,,7008
10784,1.0,3.0,4.0,-0.5,0.5,0.0,2.0,2.0,4.0,84840
138857,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,78511
22152,,,,0.0,0.0,0.0,,,,97373
94791,,,,0.0,0.0,0.0,,,,140340
113383,,,,0.0,0.0,0.0,,,,55056
32433,,,,0.0,0.0,0.0,,,,25566
44689,,,,0.0,0.0,0.0,,,,198997
110248,,,,0.0,0.0,0.0,,,,17913
84206,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,128001
8460,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,24078
147516,,,,0.0,0.0,0.0,,,,197990
16880,,,,0.0,0.0,0.0,,,,131034
122808,,,,0.0,0.0,0.0,,,,66342
80321,,,,0.0,0.0,0.0,,,,150494
5265,,,,0.0,0.0,0.0,,,,18536
131782,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,197466
112645,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,104109
12072,,,,0.0,0.0,0.0,,,,55086
55371,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,118068
144135,,,,0.0,0.0,0.0,,,,111487
5897,1.0,2.0,3.0,0.0,0.0,-0.25,1.0,2.0,4.0,97984
35663,,,,0.0,0.0,0.0,,,,161515
34457,,,,0.0,0.0,0.0,,,,152276
66282,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,130586
38043,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,83792
122442,,,,0.0,0.0,0.0,,,,49848
27380,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,123899
81097,,,,0.0,0.0,0.0,,,,164895
108811,,,,0.0,0.0,0.0,,,,166848
131781,2.0,5.0,7.0,-0.3333333333333333,0.25,0.1666666666666667,3.0,4.0,6.0,45828
159332,,,,0.0,0.0,0.0,,,,41969
73365,,,,0.0,0.0,0.0,,,,36905
143201,,,,0.0,0.0,0.0,,,,135586
108878,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,70525
125856,,,,0.0,0.0,0.0,,,,117317
5418,,,,0.0,0.0,0.0,,,,142388
71255,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,13470
6328,,,,0.0,0.0,0.0,,,,176133
154514,,,,0.0,0.0,0.0,,,,77089
23894,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,83894
114417,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,133834
144273,,,,0.0,0.0,0.0,,,,82239
148019,,,,0.0,0.0,0.0,,,,126604
30462,,,,0.0,0.0,0.0,,,,107125
139790,,,,0.0,0.0,0.0,,,,8458
35789,,,,0.0,0.0,0.0,,,,82593
98932,,,,0.0,0.0,0.0,,,,162658
43572,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,28905
31293,,,,0.0,0.0,0.0,,,,14901
41941,,,,0.0,0.0,0.0,,,,199419
117629,,,,0.0,0.0,0.0,,,,24032
88298,,,,0.0,0.0,0.0,,,,123824
74497,,,,0.0,0.0,0.0,,,,44157
144168,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,102452
719,,,,0.0,0.0,0.0,,,,194459
73117,,,,0.0,0.0,0.0,,,,185338
119843,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,28498
157778,2.0,4.0,5.0,0.0,1.0,0.6666666666666667,2.0,2.0,3.0,50504
13097,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,140179
152137,,,,0.0,0.0,0.0,,,,35267
113064,,,,0.0,0.0,0.0,,,,66801
145833,,,,0.0,0.0,0.0,,,,182603
96563,,,,0.0,0.0,0.0,,,,26295
122331,,,,0.0,0.0,0.0,,,,129170
69077,,,,0.0,0.0,0.0,,,,21747
90154,,,,0.0,0.0,0.0,,,,147754
33169,1.0,3.0,4.0,-0.5,0.5,0.3333333333333333,2.0,2.0,3.0,47001
104950,,,,0.0,0.0,0.0,,,,52545
34126,,,,0.0,0.0,0.0,,,,2003
89684,,,,0.0,0.0,0.0,,,,163106
119231,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,6.0,61322
85589,1.0,2.0,4.0,0.0,-0.3333333333333333,0.3333333333333333,1.0,3.0,3.0,105739
36696,,,,0.0,0.0,0.0,,,,27799
119850,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,78963
53234,,,,0.0,0.0,0.0,,,,128123
46340,,,,0.0,0.0,0.0,,,,7171
85887,,,,0.0,0.0,0.0,,,,134965
64488,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,14742
129825,,,,0.0,0.0,0.0,,,,191632
